name,source,gender,wikidata,type
Nettelbosje,,,,way
Neutronstraat,,,,way
Newcastleweg,,,,way
"Nieuwe Boteringestraat",,,,way
"Nieuwe Ebbingestraat",,,,way
"Nieuwe Kerkhof",,,,way
"Nieuwe Kijk in 't Jatstraat",,,,way
"Nieuwe Markt",,,,way
"Nieuwe Sint Jansstraat",,,,way
Nieuwendam,,,,way
Nieuweweg,,,,way
Nieuwstad,,,,way
Nieuwstraat,,,,way
Nijenborgh,,,,way
Nijensteinheerd,,,,way
Nijverheidsplein,,,,way
"Nol van 't Riet Laantje",,,,way
Noodweg,,,,way
Noorddijkerplein,,,,way
Noorddijkerweg,,,,way
Noorderbinnensingel,,,,way
Noorderbuitensingel,,,,way
Noorderdwarsstraat,,,,way
Noorderhaven,,,,way
Noorderkerkstraat,,,,way
Noorderspoorsingel,,,,way
Noorderstationsstraat,,,,way
Noorderstraat,,,,way
Noorderzanddijk,,,,way
O,,,,way
Odenseweg,,,,way
Okswerd,,,,way
Oldambtlaan,,,,way
Olgerweg,,,,way
Oliemuldersbrug,,,,way
Oliemulderstraat,,,,way
Oliemuldersweg,,,,way
Onderdoor,,,,way
Onderduikersstraat,,,,way
"Onlandse Dijk",,,,way
Onnemaheerd,,,,way
Onyxstraat,,,,way
Ooftstraat,,,,way
Oostendeweg,,,,way
"Ooster Badstraat",,,,way
Oosterhamrikbaan,,,,way
Oosterhamrikkade,,,,way
Oosterhamriklaan,,,,way
Oosterhaven,,,,way
Oosterhavenstraat,,,,way
Oosterhoogebrug,,,,way
Oosterkade,,,,way
Oosterseweg,,,,way
Oostersingel,,,,way
Oostersingeldwarsstraat,,,,way
Oostersluisweg,,,,way
Oosterstraat,,,,way
Oosterweg,,,,way
Oostzaan,,,,way
Oppenheimstraat,,,,way
Orchideestraat,,,,way
Ossenmarkt,,,,relation
"Oude Adorperweg",,,,way
"Oude Boteringestraat",,,,way
"Oude Ebbingestraat",,,,way
"Oude Kijk in 't Jatstraat",,,,way
"Oude Riet",,,,way
"Oude Roodehaansterweg",,,,way
"Oude Stamspoor",,,,way
"Oude Stationsweg",,,,way
Oudeweg,,,,way
Overloop,,,,way
Overwinningsplein,,,,way
P,,,,way
"P. Waijerstraat",,,,way
Paaipad,,,,way
Padangstraat,,,,way
Paddepoelsterweg,,,,way
Palembangstraat,,,,way
Palmslag,,,,way
Papaverstraat,,,,way
Papengang,,,,way
Papiermolenlaan,,,,way
Paradijsvogelstraat,,,,way
Parallelweg,,,,way
Paramaribostraat,,,,way
Parkallee,,,,way
Parklaan,,,,way
Parkweg,,,,way
Parkzijde,,,,way
Patrijspoort,,,,way
"Paulus Lamanstraat",,,,way
Pausgang,,,,way
Paviljoenlaan,,,,way
Pedaalpad,,,,way
Pehligplaats,,,,way
Pelikaanstraat,,,,way
Pelsterdwarsstraat,,,,way
Pelsterstraat,,,,way
Penningsbrug,,,,way
Penningsdijk,,,,way
Peperstraat,,,,way
"Petrus Campersingel",,,,way
"Petrus Driessenstraat",,,,way
"Petrus Hendrikszstraat",,,,way
Phebensstraat,,,,way
Piccardtlaan,,,,way
"Piet Fransenlaan",,,,way
"Piet de Koestraat",,,,way
Pijpstraat,,,,way
Pimpernelstraat,,,,way
Pioenstraat,,,,way
Platinalaan,,,,way
Platvoetspad,,,,way
Pluimerstraat,,,,way
Poelebrug,,,,way
Poeleplein,,,,relation
Poelestraat,,,,way
Polderstraat,,,,way
Polsgang,,,,way
Poortersplein,,,,way
Poortstraat,,,,way
"Pop Dijkemaweg",,,,way
Popkenstraat,,,,way
Porfierstraat,,,,way
Postrijdersgang,,,,way
Poststraat,,,,way
"Pot- en Pannengang",,,,way
Pottebakkersrijge,,,,way
Prinsenstraat,,,,way
"Professor Enno Dirk Wiersmastraat",,,,way
"Professor H.C. van Hallpad",,,,way
"Professor H.C. van Hallstraat",,,,way
"Professor Rankestraat",,,,way
Professorgang,,,,way
Protonstraat,,,,way
Provincialeweg,,,,way
Pyrietstraat,,,,way
Q,,,,way
R,,,,way
"R. Feithplein",,,,way
Ra,,,,way
Raamstraat,,,,way
Rabenhauptstraat,,,,way
Radebinnensingel,,,,way
Radijsstraat,,,,way
Radiumstraat,,,,way
Rechteind,,,,way
Redoute,,,,way
Regattaweg,,,,way
Regentessestraat,,,,way
Reggestraat,,,,way
Reiderlandlaan,,,,way
Reigerstraat,,,,way
Reinautstraat,,,,way
"Reinier Muller's Laantje",,,,way
Reitdiephaven,,,,way
Reitdiepskade,,,,way
Reitdijk,,,,way
Reitemakersrijge,,,,way
Reling,,,,way
Rensumaheerd,,,,way
Resedastraat,,,,way
"Rhijnvis Feithplein",,,,way
Rietgans,,,,way
Rijksstraatweg,,,,way
Rijksweg,,,,way
Rijnstraat,,,,way
Rijskampenstraat,,,,way
Rijstebrijgang,,,,way
Riouwstraat,,,,way
Ripperdalaan,,,,way
Rivierenhof,,,,way
Roderwolderdijk,,,,way
Rodeweeshuisstraat,,,,way
Rodeweg,,,,way
Roeierspad,,,,way
Roelofsstraat,,,,way
Roer,,,,way
Roerdomp,,,,way
Roggeplein,,,,way
Rollen,,,,way
Roskildeweg,,,,way
Rostockweg,,,,way
Rotterdammerstraatje,,,,way
Rouaanstraat,,,,way
Rozemarijnstraat,,,,way
Rozenburglaan,,,,way
Ruischerwaard,,,,way
Ruiterstraat,,,,way
Ruskenveen,,,,way
S,,,,way
"S.S. Rosensteinlaan",,,,way
Sabangplein,,,,way
Sabastraat,,,,way
Sabotagelaan,,,,way
Sauwerdermaar,,,,way
Scandinaviëweg,,,,way
Schaaksport,,,,way
Schefferstraat,,,,way
Scheldestraat,,,,way
Scheltemaheerd,,,,way
Schoenerstraat,,,,way
Schoolholm,,,,way
Schoolstraat,,,,way
Schouwstraat,,,,way
Schuitemakersstraat,,,,way
Schuitendiep,,,,way
Selwerderdwarsstraat,,,,way
Selwerderstraat,,,,way
Semarangstraat,,,,way
Senneroog,,,,way
Seringenhof,,,,way
Sibrandaheerd,,,,way
Sieboldsgang,,,,way
Siemensstraat,,,,way
Siersteenlaan,,,,way
Sijgersmaheerd,,,,way
Simonsvennepad,,,,way
Singelstraat,,,,way
Singelweg,,,,way
"Sint Eustatiusstraat",,,,way
"Sint Jansbrug",,,,way
"Sint Jansstraat",,,,way
"Sint Maartenstraat",,,,way
"Sint Petersburgweg",,,,way
"Sint Walburgstraat",,,,way
Slachthuisstraat,,,,way
Sledemennerstraat,,,,way
Sleedoornpad,,,,way
Slenk,,,,way
Sloep,,,,way
Sluiskade,,,,way
Smakkersgang,,,,way
Smalstraat,,,,way
Smirnoffstraat,,,,way
Snikkevaardersgang,,,,way
Snip,,,,way
"Snor Damsterdiep",,,,way
Soendastraat,,,,way
Soephuisstraatje,,,,way
Soerabajastraat,,,,way
Söllepad,,,,way
Solwerd,,,,way
Soniusgang,,,,way
Sontplein,,,,way
Sontweg,,,,way
Sophiastraat,,,,way
"Spaanse Aakstraat",,,,way
Spaarnestraat,,,,way
Spakenpad,,,,way
Speenkruidstraat,,,,way
Speldemakersgang,,,,way
Spijksterriet,,,,way
Spilsluizen,,,,way
Spoormakersgang,,,,way
Sportlaan,,,,way
Sprikkenburg,,,,way
Stadsbalkon,,,,relation
Stadspark,,,,way
Stadsweg,,,,way
Stalstraat,,,,way
"Star Numanstraat",,,,way
Stationsplein,,,,way
Stationsstraat,,,,way
Stationsweg,,,,way
Stedumermaar,,,,way
Steenhouwerskade,,,,way
Steentilbrug,,,,way
Steentilkade,,,,way
Steentilstraat,,,,way
Steiger,,,,way
Stephensonstraat,,,,way
Sterrebosstraat,,,,way
Sterrenpad,,,,way
Stettinweg,,,,way
Stinsstraat,,,,way
Stockholmstraat,,,,way
Stoeldraaierstraat,,,,way
Stoepemaheerd,,,,way
Stokroosplein,,,,way
Stratinghpad,,,,way
Struisvogelstraat,,,,way
Studentenlaan,,,,way
Stuurboordswal,,,,way
Stuurhut,,,,way
Suikerlaan,,,,way
Sumatralaan,,,,way
Surinamestraat,,,,way
T,,,,way
Tarralaan,,,,way
Tarweplein,,,,way
Tellegenstraat,,,,way
"Ter Borchlaan",,,,way
Terdelt,,,,way
Thomsonstraat,,,,way
Tichelwerkbrug,,,,way
Tichelwerkpad,,,,way
Tijdpad,,,,way
Tijmpad,,,,way
Timorstraat,,,,way
Timpweg,,,,way
Tingtangstraatje,,,,way
Tjaberingsstraat,,,,way
Tjalkstraat,,,,way
Tjariet,,,,way
"Tjerk Bolhuisstraat",,,,way
Tonkensstraat,,,,way
Toppingaheerd,,,,way
Torenstraat,,,,way
Tormentilstraat,,,,way
Travertijnstraat,,,,way
Tressenplaats,,,,way
Trompbrug,,,,way
Trompkade,,,,way
Trompsingel,,,,way
Trompstraat,,,,way
Tuikwerd,,,,way
Tuinbouwdwarsstraat,,,,way
Tuinbouwstraat,,,,way
Tuinstraat,,,,way
Tulpstraat,,,,way
Turfsingel,,,,way
Turfstraat,,,,way
Turftorenstraat,,,,way
"Tussen beide Markten",,,,way
"Tweede Drift Spilsluizen",,,,way
"Tweede Hunzestraat",,,,way
"Tweede Willemstraat",,,,way
U,,,,way
"U.T. Delfiaweg",,,,way
Ubbegalaan,,,,way
Ulgersmaweg,,,,way
Uurwerkersgang,,,,way
Uurwerkersplein,,,,way
V,,,,way
Vaargeul,,,,way
Valeriaanstraat,,,,way
Valreep,,,,way
"Van Elmptstraat",,,,way
"Van Ewsumstraat",,,,way
"Van Hallbrug",,,,way
"Van Hamelstraat",,,,way
"Van Ittersumstraat",,,,way
"Van Julsinghabrug",,,,way
"Van Julsinghastraat",,,,way
"Van Kerckhoffstraat",,,,way
"Van Oldenbarneveltlaan",,,,way
"Van Sijsenplaats",,,,way
"Van Sijsenstraat",,,,way
"Van Slingelandtstraat",,,,way
"Van Swinderenstraat",,,,way
"Van Zwieterengang",,,,way
Vechtstraat,,,,way
Veemarktstraat,,,,way
Veenhof,,,,way
Veenweg,,,,way
Veldspaatstraat,,,,way
Veldstraat,,,,way
Verbindingsstraat,,,,way
"Verlengde Frederikstraat",,,,way
"Verlengde Grachtstraat",,,,way
"Verlengde Hereweg",,,,way
"Verlengde J. A. Feithstraat",,,,way
"Verlengde Meeuwerderweg",,,,way
"Verlengde Nieuwstraat",,,,way
"Verlengde Oosterstraat",,,,way
"Verlengde Oosterweg",,,,way
"Verlengde Visserstraat",,,,way
"Verlengde Willemstraat",,,,way
"Verlengde Winschoterdiep",,,,way
Verswerd,,,,way
Verzetsstrijderslaan,,,,way
"Via Vecchia",,,,way
Viaductstraat,,,,way
"Vierde Drift Noorderhaven",,,,way
Vierverlatenweg,,,,way
"Vijfde Drift Noorderhaven",,,,way
Vindicatstraat,,,,way
Vinkenstraat,,,,way
Violenhof,,,,way
Violenstraat,,,,way
Vishoek,,,,way
Vismarkt,,,,way
Visserbrug,,,,way
Visserstraat,,,,way
Vlasstraat,,,,way
Vlinderbalg,,,,way
Vondelpad,,,,way
"Voor 't voormalig klein Poortje",,,,way
Vooronder,,,,way
Vosgang,,,,way
Vredelust,,,,way
Vredewoldlaan,,,,way
Vrijdal,,,,way
Vrijheidsplein,,,,way
Vrydemalaan,,,,way
Vuursteenstraat,,,,way
W,,,,way
"W.A. Scholtenstraat",,,,way
"W.F. Bathoornstraat",,,,way
Waagplein,,,,way
Waagstraat,,,,way
Waardbrug,,,,way
Wadwerd,,,,way
Wagnersingel,,,,way
Wallegang,,,,way
Walstraat,,,,way
Warmoesstraat,,,,way
Waterhoen,,,,way
Waterhuizen,,,,way
Waterland,,,,way
Waterloolaan,,,,way
Weegschaalstraat,,,,way
Weendersweg,,,,way
Weeshuisgang,,,,way
"Weg der Verenigde Naties",,,,way
Weiwerd,,,,way
Werfstraat,,,,way
West-Indischekade,,,,way
"Wester Badstraat",,,,way
Westerbinnensingel,,,,way
Westerhaven,,,,way
Westerhavenstraat,,,,way
Westerkade,,,,way
Westerseweg,,,,way
Westersingel,,,,way
Westerwoldelaan,,,,way
Westinghousestraat,,,,way
Westpoortboulevard,,,,way
Wibenaheerd,,,,way
Wielewaalplein,,,,way
Wijnruitstraat,,,,way
Wilgenlaan,,,,way
Wilgenpad,,,,way
Wilhelmshavenweg,,,,way
Wilkemaheerd,,,,way
"Willem Barentzstraat",,,,way
"Willem Reindersstraat",,,,way
Willemstraat,,,,way
Wimpel,,,,way
Windepad,,,,way
Windestraat,,,,way
Wingerdhoek,,,,way
Winschoterdiep,,,,way
Winschoterkade,,,,way
Winschoterweg,,,,way
Winterpad,,,,way
Wipstraat,,,,way
Wismarweg,,,,way
Witlattenstraat,,,,way
"Wittop Koningstraat",,,,way
Wolddijk,,,,way
Woldjerspoorweg,,,,way
Woldweg,,,,way
Wolfsklauwstraat,,,,way
Woonschepenhaven,,,,way
Woonschepenstraat,,,,way
"Wouter van Doeverenplein",,,,way
X,,,,way
Y,,,,way
Ypemaheerd,,,,way
Ypenmolendrift,,,,way
Z,,,,way
Zaagmuldersweg,,,,way
Zaanbrug,,,,way
Zaanstraat,,,,way
Zagerij,,,,way
Zandsteenlaan,,,,way
Zeilsgang,,,,way
Zijlsterried,,,,way
Zijlvesterweg,,,,way
Zilverhof,,,,way
Zilverlaan,,,,way
Zilvermeer,,,,way
Zilverpad,,,,way
Zonland,,,,way
Zonnebloemstraat,,,,way
Zoutstraat,,,,way
Zuiderkerkstraat,,,,way
Zuiderkuipen,,,,way
Zuiderpark,,,,way
Zuidersingel,,,,way
Zuiderweg,,,,way
Zuilen,,,,way
Zunneriepe,,,,way
Zwaan,,,,way
Zwanebloemstraat,,,,way
Zwanestraat,,,,way
Zwarteweg,,,,way
"ter Borchlaan",,,,way
"visitor parking Leonard Springerlaan 19",,,,way
